oco_id;codigo_ocorrencia2;aeronave_fatalidades_total
1857;51027;0
1858;51031;0
1859;51032;0
1860;51033;0
1861;51052;0
1862;51053;0
1863;51054;0
1864;51055;0
1865;51071;0
1866;51072;0
1867;51073;0
1868;51074;0
1869;51075;0
1870;51076;0
1871;51077;0
1872;51078;0
1873;51079;0
1874;51080;0
1875;51080;0
1876;51081;0
1877;51082;0
1878;51083;0
1879;51084;0
1880;51086;0
1881;51087;0
1882;51091;0
1883;51092;0
1884;51093;0
1885;51094;0
1886;51095;0
1887;51096;0
1888;51097;0
1889;51098;0
1890;51099;0
1891;51111;0
1892;51112;0
1893;51131;0
1894;51132;0
1895;51133;0
1896;51134;0
1897;51135;0
1898;51137;0
1899;51139;0
1900;51140;0
1901;51141;0
1902;51142;0
1903;51143;0
1904;51144;0
1905;51145;0
1906;51146;0
1907;51147;0
1908;51148;0
1909;51149;0
1910;51151;0
1911;51153;0
1912;51154;0
1913;51155;0
1914;51156;0
1915;51157;0
1916;51158;0
1917;51159;0
1918;51160;0
1919;51161;0
1920;51162;0
1921;51163;0
1922;51164;0
1923;51165;0
1924;51179;0
1925;51181;0
1926;51182;0
1927;51185;0
1928;51186;0
1929;51189;0
1930;51211;0
1931;51258;0
1932;51259;0
1933;51260;0
1934;51261;0
1935;51262;0
1936;51263;0
1937;51264;0
1938;51265;0
1939;51266;0
1940;51267;0
1941;51268;0
1942;51269;0
1943;51285;0
1944;51302;0
1945;51304;0
1946;51307;0
1947;51308;0
1948;51309;0
1949;51310;0
1950;51314;0
1951;51315;0
1952;51317;0
1953;51318;0
1954;51319;0
1955;51320;0
1956;51321;0
1957;51322;0
1958;51323;0
1959;51324;0
1960;51325;0
1961;51326;0
1962;51327;0
1963;51328;0
1964;51330;0
1965;51336;0
1966;51337;0
1967;51338;0
1968;51339;0
1969;51340;0
1970;51341;0
1971;51342;0
1972;51343;0
1973;51344;0
1974;51345;0
1975;51346;0
1976;51347;0
1977;51391;0
1978;51393;0
1979;51394;0
1980;51412;2
1981;51413;0
1982;51414;0
1983;51416;5
1984;51417;0
1985;51418;0
1986;51419;0
1987;51420;0
1988;51421;0
1989;51432;0
1990;51433;0
1991;51433;0
1992;51434;0
1993;51435;1
1994;51436;1
1995;51436;1
1996;51437;0
1997;51438;0
1998;51439;0
1999;51440;0
2000;51441;0
2001;51442;0
2002;51443;0
2003;51444;0
2004;51445;0
2005;51446;0
2006;51448;0
2007;51449;0
2008;51451;0
2009;51452;0
2010;51453;0
2011;51454;0
2012;51455;0
2013;51456;0
2014;51456;0
2015;51457;0
2016;51458;0
2017;51459;0
2018;51460;0
2019;51461;0
2020;51462;0
2021;51463;0
2022;51464;0
2023;51465;0
2024;51471;0
2025;51472;0
2026;51473;0
2027;51474;0
2028;51475;0
2029;51477;0
2030;51478;0
2031;51479;0
2032;51480;0
2033;51481;0
2034;51482;0
2035;51517;0
2036;51531;0
2037;51532;0
2038;51533;0
2039;51534;0
2040;51535;0
2041;51536;0
2042;51537;0
2043;51538;0
2044;51539;0
2045;51540;0
2046;51541;0
2047;51542;0
2048;51543;0
2049;51544;0
2050;51545;0
2051;51546;0
2052;51547;0
2053;51548;0
2054;51549;0
2055;51550;0
2056;51551;0
2057;51552;0
2058;51553;0
2059;51554;0
2060;51555;0
2061;51556;0
2062;51557;0
2063;51558;0
2064;51559;0
2065;51567;0
2066;51568;0
2067;51569;0
2068;51570;0
2069;51571;0
2070;51591;0
2071;51592;0
2072;51593;0
2073;51594;0
2074;51596;0
2075;51597;0
2076;51653;0
2077;51653;0
2078;51654;0
2079;51655;0
2080;51656;0
2081;51671;0
2082;51672;0
2083;51673;0
2084;51674;0
2085;51675;0
2086;51676;0
2087;51691;0
2088;51692;0
2089;51693;0
2090;51694;0
2091;51695;0
2092;51711;0
2093;51712;0
2094;51713;0
2095;51716;0
2096;51719;0
2097;51720;0
2098;51731;0
2099;51732;0
2100;51733;0
2101;51734;0
2102;51735;0
2103;51740;0
2104;51741;0
2105;51751;0
2106;51752;0
2107;51753;0
2108;51754;0
2109;51755;0
2110;51756;0
2111;51757;0
2112;51758;0
2113;51759;0
2114;51760;0
2115;51761;0
2116;51762;0
2117;51763;0
2118;51764;0
2119;51765;0
2120;51766;0
2121;51768;0
2122;51771;0
2123;51774;0
2124;51775;0
2125;51776;0
2126;51777;0
2127;51778;0
2128;51780;0
2129;51781;0
2130;51781;0
2131;51783;0
2132;51784;0
2133;51785;0
2134;51786;0
2135;51787;0
2136;51789;0
2137;51792;0
2138;51793;0
2139;51794;0
2140;51795;0
2141;51796;0
2142;51797;0
2143;51798;0
2144;51801;0
2145;51806;0
2146;51807;0
2147;51807;0
2148;51808;0
2149;51809;0
2150;51815;0
2151;51816;0
2152;51818;0
2153;51819;0
2154;51820;0
2155;51823;0
2156;51824;0
2157;51825;0
2158;51828;0
2159;51830;0
2160;51831;0
2161;51834;0
2162;51835;0
2163;51836;0
2164;51851;0
2165;51853;0
2166;51854;0
2167;51855;0
2168;51856;0
2169;51857;0
2170;51858;0
2171;51860;0
2172;51861;0
2173;51863;0
2174;51864;0
2175;51864;0
2176;51867;0
2177;51868;0
2178;51869;0
2179;51870;0
2180;51872;0
2181;51873;0
2182;51874;0
2183;51877;0
2184;51878;0
2185;51880;0
2186;51881;0
2187;51882;0
2188;51883;0
2189;51883;0
2190;51884;0
2191;51885;0
2192;51886;0
2193;51887;0
2194;51888;0
2195;51991;0
2196;52051;0
2197;52053;0
2198;52054;0
2199;52055;0
2200;52056;0
2201;52057;0
2202;52058;0
2203;52059;0
2204;52060;0
2205;52061;0
2206;52062;0
2207;52063;0
2208;52064;0
2209;52065;0
2210;52066;0
2211;52067;0
2212;52068;0
2213;52069;0
2214;52070;0
2215;52071;0
2216;52072;0
2217;52073;0
2218;52231;0
2219;52240;0
2220;52241;0
2221;52242;0
2222;52243;0
2223;52244;0
2224;52245;0
2225;52246;0
2226;52247;0
2227;52248;0
2228;52262;5
2229;52263;0
2230;52264;0
2231;52265;7
2232;52271;0
2233;52273;0
2234;52274;0
2235;52275;0
2236;52276;0
2237;52277;3
2238;52278;0
2239;52279;2
2240;52280;0
2241;52281;0
2242;52282;0
2243;52283;0
2244;52284;0
2245;52285;0
2246;52286;0
2247;52287;0
2248;52288;0
2249;52288;0
2250;52289;0
2251;52290;0
2252;52291;0
2253;52292;0
2254;52293;0
2255;52295;0
2256;52296;0
2257;52297;0
2258;52298;0
2259;52300;0
2260;52301;0
2261;52302;0
2262;52303;0
2263;52304;0
2264;52305;0
2265;52306;0
2266;52307;0
2267;52308;0
2268;52309;0
2269;52310;0
2270;52311;0
2271;52312;0
2272;52313;0
2273;52314;0
2274;52315;0
2275;52316;0
2276;52317;0
2277;52318;0
2278;52331;0
2279;52332;0
2280;52333;0
2281;52334;0
2282;52335;0
2283;52336;0
2284;52337;0
2285;52338;0
2286;52340;2
2287;52341;1
2288;52342;0
2289;52343;0
2290;52343;0
2291;52344;0
2292;52345;0
2293;52345;0
2294;52346;0
2295;52471;0
2296;52531;0
2297;52532;0
2298;52533;0
2299;52536;0
2300;52537;0
2301;52538;0
2302;52539;0
2303;52539;0
2304;52551;0
2305;52552;0
2306;52553;0
2307;52554;0
2308;52571;0
2309;52572;0
2310;52591;0
2311;52592;0
2312;52594;0
2313;52595;0
2314;52596;0
2315;52597;0
2316;52598;0
2317;52599;0
2318;52600;0
2319;52611;0
2320;52613;0
2321;52614;0
2322;52614;0
2323;52615;0
2324;52617;0
2325;52618;0
2326;52620;0
2327;52621;0
2328;52622;0
2329;52623;0
2330;52624;0
2331;52631;0
2332;52632;0
2333;52633;0
2334;52634;0
2335;52635;0
2336;52636;0
2337;52637;0
2338;52638;0
2339;52639;0
2340;52640;0
2341;52651;0
2342;52652;0
2343;52653;0
2344;52654;0
2345;52671;1
2346;52672;0
2347;52673;2
2348;52674;0
2349;52675;0
2350;52676;0
2351;52691;0
2352;52692;0
2353;52693;0
2354;52694;0
2355;52695;0
2356;52696;0
2357;52697;0
2358;52698;0
2359;52699;0
2360;52700;0
2361;52713;0
2362;52714;0
2363;52715;0
2364;52716;0
2365;52717;0
2366;52718;0
2367;52719;0
2368;52720;0
2369;52721;0
2370;52722;0
2371;52723;0
2372;52724;0
2373;52725;0
2374;52726;0
2375;52727;0
2376;52728;0
2377;52729;0
2378;52730;0
2379;52731;0
2380;52751;0
2381;52752;0
2382;52753;0
2383;52754;0
2384;52755;0
2385;52757;0
2386;52758;0
2387;52759;0
2388;52760;0
2389;52761;0
2390;52762;0
2391;52763;0
2392;52764;0
2393;52779;0
2394;52793;0
2395;52811;0
2396;52812;0
2397;52813;0
2398;52814;1
2399;52815;3
2400;52816;0
2401;52817;0
2402;52818;0
2403;52819;2
2404;52831;0
2405;52832;0
2406;52833;0
2407;52834;0
2408;52835;0
2409;52836;0
2410;52837;0
2411;52838;1
2412;52839;0
2413;52840;0
2414;52841;0
2415;52843;0
2416;52844;0
2417;52845;0
2418;52846;0
2419;52847;0
2420;52848;0
2421;52849;0
2422;52850;0
2423;52851;0
2424;52852;0
2425;52853;0
2426;52854;0
2427;52855;0
2428;52856;0
2429;52857;0
2430;52858;0
2431;52871;0
2432;52872;0
2433;52873;5
2434;52874;0
2435;52875;0
2436;52876;0
2437;52933;0
2438;52934;1
2439;52935;0
2440;52936;0
2441;52937;0
2442;52938;0
2443;52939;0
2444;52940;0
2445;52941;0
2446;52942;0
2447;52943;0
2448;52943;0
2449;52944;0
2450;52945;0
2451;52946;1
2452;52947;0
2453;52948;0
2454;52950;0
2455;52951;0
2456;52952;0
2457;52953;0
2458;52954;0
2459;52955;0
2460;52956;0
2461;52958;1
2462;52959;0
2463;52967;0
2464;52968;0
2465;52970;0
2466;52971;0
2467;52972;1
2468;52973;0
2469;52974;0
2470;52975;0
2471;52976;1
2472;52977;0
2473;52978;1
2474;52979;0
2475;52980;2
2476;52981;2
2477;52982;0
2478;52983;0
2479;52984;0
2480;52987;0
2481;52988;0
2482;52989;0
2483;52990;0
2484;52991;0
2485;52992;0
2486;52992;0
2487;52993;0
2488;52994;0
2489;52995;0
2490;52996;0
2491;52997;0
2492;52998;0
2493;52999;0
2494;53000;0
2495;53001;0
2496;53002;0
2497;53003;0
2498;53004;0
2499;53005;0
2500;53006;0
2501;53007;0
2502;53008;0
2503;53009;0
2504;53010;0
2505;53012;0
2506;53061;0
2507;53062;0
2508;53063;0
2509;53064;0
2510;53065;0
2511;53066;0
2512;53067;0
2513;53068;0
2514;53069;0
2515;53070;0
2516;53071;0
2517;53072;0
2518;53073;0
2519;53074;0
2520;53075;0
2521;53076;0
2522;53077;0
2523;53078;0
2524;53079;0
2525;53080;0
2526;53081;0
2527;53082;0
2528;53103;0
2529;53104;0
2530;53104;0
2531;53105;0
2532;53106;0
2533;53107;0
2534;53108;0
2535;53109;0
2536;53110;0
2537;53111;0
2538;53112;1
2539;53113;0
2540;53114;0
2541;53115;0
2542;53116;4
2543;53117;0
2544;53118;0
2545;53119;2
2546;53120;0
2547;53121;0
2548;53122;0
2549;53123;0
2550;53124;0
2551;53125;0
2552;53126;0
2553;53127;0
2554;53128;0
2555;53129;0
2556;53130;0
2557;53131;0
2558;53132;0
2559;53133;0
2560;53148;0
2561;53149;0
2562;53150;1
2563;53151;0
2564;53152;0
2565;53153;0
2566;53154;0
2567;53164;0
2568;53165;0
2569;53166;0
2570;53167;0
2571;53168;0
2572;53169;0
2573;53170;0
2574;53175;0
2575;53176;0
2576;53177;2
2577;53178;1
2578;53179;0
2579;53180;0
2580;53181;0
2581;53182;1
2582;53183;0
2583;53184;0
2584;53185;0
2585;53186;0
2586;53187;0
2587;53188;0
2588;53189;0
2589;53190;0
2590;53191;0
2591;53192;1
2592;53193;1
2593;53194;0
2594;53195;5
2595;53196;0
2596;53197;0
2597;53198;0
2598;53199;1
2599;53200;0
2600;53201;0
2601;53202;0
2602;53203;0
2603;53204;0
2604;53205;0
2605;53206;0
2606;53207;0
2607;53208;0
2608;53209;0
2609;53210;0
2610;53211;0
2611;53212;0
2612;53213;0
2613;53222;0
2614;53223;0
2615;53224;0
2616;53225;0
2617;53226;0
2618;53227;0
2619;53228;0
2620;53229;0
2621;53230;0
2622;53231;0
2623;53232;0
2624;53233;0
2625;53234;0
2626;53235;0
2627;53236;0
2628;53237;1
2629;53238;0
2630;53239;0
2631;53240;0
2632;53241;0
2633;53247;0
2634;53248;0
2635;53254;0
2636;53255;1
2637;53256;0
2638;53257;0
2639;53258;0
2640;53259;1
2641;53260;0
2642;53261;0
2643;53262;0
2644;53263;0
2645;53264;0
2646;53265;0
2647;53266;0
2648;53267;0
2649;53268;0
2650;53269;0
2651;53270;0
2652;53271;0
2653;53272;0
2654;53273;0
2655;53274;0
2656;53275;0
2657;53276;0
2658;53277;0
2659;53278;0
2660;53279;0
2661;53280;0
2662;53281;0
2663;53282;0
2664;53283;0
2665;53284;0
2666;53285;0
2667;53286;0
2668;53287;0
2669;53288;0
2670;53289;0
2671;53290;0
2672;53306;5
2673;53307;3
2674;53308;0
2675;53309;0
2676;53310;0
2677;53311;0
2678;53312;0
2679;53313;0
2680;53314;0
2681;53315;0
2682;53316;0
2683;53317;0
2684;53318;0
2685;53323;1
2686;53324;0
2687;53325;0
2688;53326;0
2689;53327;0
2690;53328;0
2691;53330;0
2692;53331;3
2693;53332;0
2694;53333;0
2695;53339;0
2696;53340;0
2697;53341;1
2698;53342;0
2699;53343;0
2700;53344;0
2701;53345;0
2702;53346;0
2703;53347;0
2704;53348;0
2705;53349;0
2706;53351;0
2707;53353;0
2708;53354;0
2709;53355;0
2710;53356;0
2711;53357;0
2712;53358;0
2713;53359;0
2714;53360;0
2715;53361;0
2716;53362;0
2717;53363;0
2718;53364;0
2719;53370;0
2720;53371;0
2721;53372;0
2722;53373;0
2723;53374;0
2724;53375;0
2725;53376;1
2726;53377;0
2727;53378;0
2728;53379;0
2729;53380;0
2730;53381;1
2731;53382;0
2732;53385;0
2733;53386;0
2734;53387;0
2735;53388;0
2736;53389;0
2737;53390;0
2738;53391;0
2739;53392;0
2740;53402;0
2741;53410;0
2742;53411;0
2743;53412;0
2744;53413;0
2745;53416;0
2746;53417;0
2747;53418;1
2748;53419;0
2749;53420;0
2750;53421;0
2751;53422;0
2752;53423;0
2753;53424;0
2754;53426;0
2755;53427;0
2756;53428;0
2757;53430;0
2758;53431;2
2759;53432;0
2760;53433;0
2761;53434;0
2762;53435;0
2763;53436;0
2764;53437;0
2765;53438;0
2766;53440;0
2767;53441;0
2768;53442;0
2769;53449;0
2770;53450;0
2771;53451;0
2772;53452;0
2773;53453;0
2774;53454;0
2775;53455;0
2776;53462;0
2777;53463;0
2778;53465;1
2779;53466;0
2780;53467;0
2781;53468;0
2782;53469;2
2783;53470;1
2784;53471;0
2785;53472;1
2786;53473;1
2787;53474;0
2788;53475;0
2789;53476;0
2790;53477;0
2791;53478;0
2792;53480;0
2793;53481;0
2794;53482;2
2795;53483;0
2796;53484;0
2797;53485;0
2798;53486;0
2799;53487;0
2800;53488;4
2801;53489;0
2802;53490;0
2803;53491;0
2804;53492;0
2805;53493;0
2806;53494;0
2807;53495;0
2808;53496;0
2809;53497;1
2810;53498;0
2811;53499;0
2812;53500;0
2813;53501;2
2814;53502;0
2815;53503;0
2816;53504;0
2817;53505;0
2818;53506;0
2819;53507;0
2820;53508;0
2821;53509;0
2822;53510;0
2823;53511;0
2824;53512;0
2825;53513;0
2826;53514;0
2827;53515;0
2828;53516;0
2829;53517;0
2830;53518;0
2831;53519;0
2832;53520;0
2833;53524;0
2834;53532;0
2835;53533;0
2836;53534;0
2837;53543;0
2838;53545;0
2839;53546;2
2840;53547;1
2841;53550;1
2842;53551;0
2843;53552;0
2844;53553;0
2845;53554;0
2846;53555;0
2847;53556;1
2848;53557;0
2849;53558;0
2850;53559;4
2851;53560;0
2852;53561;1
2853;53562;0
2854;53563;0
2855;53564;1
2856;53565;0
2857;53566;0
2858;53567;0
2859;53568;0
2860;53569;0
2861;53570;0
2862;53571;0
2863;53572;0
2864;53573;0
2865;53574;0
2866;53575;0
2867;53576;1
2868;53577;0
2869;53578;0
2870;53579;1
2871;53580;0
2872;53581;0
2873;53582;0
2874;53583;0
2875;53584;0
2876;53585;0
2877;53586;0
2878;53587;0
2879;53589;0
2880;53590;0
2881;53591;0
2882;53592;0
2883;53593;0
2884;53594;0
2885;53595;0
2886;53596;0
2887;53597;0
2888;53598;0
2889;53599;0
2890;53601;1
2891;53602;0
2892;53603;0
2893;53604;0
2894;53605;0
2895;53606;0
2896;53607;0
2897;53608;0
2898;53609;0
2899;53610;0
2900;53611;0
2901;53618;0
2902;53625;3
2903;53626;0
2904;53627;0
2905;53628;0
2906;53629;0
2907;53630;0
2908;53631;0
2909;53633;0
2910;53634;0
2911;53635;0
2912;53636;0
2913;53637;0
2914;53638;0
2915;53639;0
2916;53640;0
2917;60600;0
2918;60601;0
2919;60602;0
2920;60603;0
2921;60604;0
2922;60605;0
2923;60608;0
2924;60609;0
2925;60610;0
2926;60611;0
2927;60612;0
2928;60613;0
2929;60615;0
2930;60616;0
2931;60620;0
2932;60625;0
2933;60629;0
2934;60630;0
2935;60631;0
2936;60632;0
2937;60634;2
2938;60636;0
2939;60637;0
2940;60639;0
2941;60640;0
2942;60641;0
2943;60642;0
2944;60645;0
2945;60649;0
2946;60651;0
2947;60653;0
2948;60657;0
2949;60659;0
2950;60660;0
2951;60661;0
2952;60662;0
2953;60664;0
2954;60665;0
2955;60667;0
2956;60668;0
2957;60669;0
2958;60671;0
2959;60672;0
2960;60676;1
2961;60677;0
2962;60679;0
2963;60681;0
2964;60682;0
2965;60686;6
2966;60688;0
2967;60689;0
2968;60690;0
2969;60691;0
2970;60692;0
2971;60693;2
2972;60694;0
2973;60696;0
2974;60697;0
2975;60708;0
2976;60709;0
2977;60710;0
2978;60711;0
2979;60712;0
2980;60713;0
2981;60721;0
2982;60725;0
2983;60726;0
2984;60726;0
2985;60727;0
2986;60728;0
2987;60729;0
2988;60730;0
2989;60732;0
2990;60734;1
2991;60735;0
2992;60738;0
2993;60739;0
2994;60740;0
2995;60741;0
2996;60745;0
2997;60749;0
2998;60751;0
2999;60752;0
3000;60753;1
3001;60756;0
3002;60767;0
3003;60768;0
3004;60769;0
3005;60770;0
3006;60783;0
3007;60784;0
3008;60785;0
3009;60787;0
3010;60790;0
3011;60792;0
3012;60793;0
3013;60800;2
3014;60802;2
3015;60805;0
3016;60808;0
3017;60809;0
3018;60810;0
3019;60811;0
3020;60817;0
3021;60819;0
3022;60836;0
3023;60837;0
3024;60841;0
3025;60844;0
3026;60845;0
3027;60846;0
3028;60846;0
3029;60847;0
3030;60849;0
3031;60853;0
3032;60857;0
3033;60859;0
3034;60861;1
3035;60862;0
3036;60864;0
3037;60867;0
3038;60869;0
3039;60870;0
3040;60872;1
3041;60877;0
3042;60878;0
3043;60881;0
3044;60882;7
3045;60883;0
3046;60892;0
3047;60894;0
3048;60897;0
3049;60903;0
3050;60904;0
3051;60914;0
3052;60917;0
3053;60922;1
3054;60924;0
3055;60925;0
3056;60927;0
3057;60929;0
3058;60930;0
3059;60936;0
3060;60944;0
3061;60947;0
3062;60947;1
3063;60948;0
3064;60949;0
3065;60951;0
3066;60954;0
3067;60955;0
3068;60956;0
3069;60966;0
3070;60972;0
3071;60974;0
3072;60975;0
3073;60976;0
3074;60980;0
3075;60981;0
3076;60983;0
3077;60984;2
3078;60988;0
3079;60991;0
3080;60992;0
3081;60994;0
3082;60996;0
3083;60996;0
3084;60997;0
3085;60998;0
3086;61000;0
3087;61001;0
3088;61002;0
3089;61003;0
3090;61004;0
3091;61006;0
3092;61007;0
3093;61008;0
3094;61009;0
3095;61010;0
3096;61011;0
3097;61012;0
3098;61014;0
3099;61014;0
3100;61015;0
3101;61025;0
3102;61030;0
3103;61031;0
3104;61033;0
3105;61037;0
3106;61042;0
3107;61043;0
3108;61051;0
3109;61052;0
3110;61053;0
3111;61070;0
3112;61071;2
3113;61073;0
3114;61075;0
3115;61079;0
3116;61080;0
3117;65180;0
3118;65185;0
3119;65186;2
3120;65190;0
3121;65192;0
3122;65198;0
3123;65200;0
3124;65202;0
3125;65203;0
3126;65210;0
3127;65218;1
3128;65229;0
3129;65237;0
3130;65244;0
3131;65255;4
3132;65259;0
3133;65262;0
3134;65270;0
3135;65272;0
3136;65275;0
3137;65288;0
3138;65289;0
3139;65290;0
3140;65292;0
3141;65293;0
3142;65312;0
3143;65318;0
3144;65321;1
3145;65324;0
3146;65330;0
3147;65337;0
3148;65358;0
3149;65359;0
3150;65360;5
3151;65367;0
3152;65372;0
3153;65380;0
3154;65383;5
3155;65389;0
3156;65392;0
3157;65394;1
3158;65397;2
3159;65399;0
3160;65412;0
3161;65413;0
3162;65414;0
3163;65418;0
3164;65420;0
3165;65420;0
3166;65421;1
3167;65422;0
3168;65424;0
3169;65425;0
3170;65426;0
3171;65441;0
3172;65443;0
3173;65445;0
3174;65445;0
3175;65446;0
3176;65448;0
3177;65450;0
3178;65459;0
3179;65460;0
3180;65461;0
3181;65469;0
3182;65471;0
3183;65483;0
3184;65487;0
3185;65490;8
3186;65491;0
3187;65492;0
3188;65493;0
3189;65494;0
3190;65496;0
3191;65507;0
3192;65509;0
3193;65512;0
3194;65516;0
3195;65518;0
3196;65519;0
3197;65528;0
3198;65530;0
3199;65536;0
3200;65543;0
3201;65545;0
3202;65546;0
3203;65548;0
3204;65563;0
3205;65569;0
3206;65572;0
3207;65575;0
3208;65589;0
3209;65622;0
3210;65623;0
3211;65627;0
3212;65632;2
3213;65633;0
3214;65653;0
3215;65659;0
3216;65660;0
3217;65662;0
3218;65674;0
3219;65679;0
3220;65684;0
3221;65693;0
3222;65694;0
3223;65695;0
3224;65713;4
3225;65714;0
3226;65715;0
3227;65716;0
3228;65717;0
3229;65722;0
3230;65724;0
3231;65736;0
3232;65736;0
3233;65741;0
3234;65743;1
3235;65745;0
3236;65749;0
3237;65750;1
3238;65754;0
3239;65757;0
3240;65758;0
3241;65765;0
3242;65766;0
3243;65768;0
3244;65770;0
3245;65771;0
3246;65774;4
3247;65794;1
3248;65795;0
3249;65797;0
3250;65799;0
3251;65800;0
3252;65808;0
3253;65809;1
3254;65810;0
3255;65813;0
3256;65815;0
3257;65818;0
3258;65820;0
3259;65824;0
3260;65825;1
3261;65827;0
3262;65831;0
3263;65834;0
3264;65835;0
3265;65839;0
3266;65840;0
3267;65843;0
3268;65844;0
3269;65854;0
3270;65863;0
3271;65864;0
3272;65865;0
3273;65866;0
3274;65867;0
3275;65876;0
3276;65878;0
3277;65890;0
3278;65892;0
3279;65893;2
3280;65916;0
3281;65920;0
3282;65921;0
3283;65921;0
3284;65922;0
3285;65923;0
3286;65929;1
3287;65931;0
3288;65934;2
3289;65936;0
3290;65953;0
3291;65963;0
3292;65963;0
3293;65972;0
3294;65974;0
3295;65978;0
3296;65980;0
3297;65981;0
3298;65982;0
3299;65984;0
3300;65990;0
3301;65994;0
3302;65998;0
3303;66005;0
3304;66007;0
3305;66019;0
3306;66020;0
3307;66021;0
3308;66022;4
3309;66034;0
3310;66036;0
3311;66037;0
3312;66039;0
3313;66048;0
3314;66049;0
3315;66050;0
3316;66051;0
3317;66064;0
3318;66065;0
3319;66066;1
3320;66073;0
3321;66075;0
3322;66076;0
3323;66078;4
3324;66081;0
3325;66082;0
3326;66083;0
3327;66084;1
3328;66086;6
3329;66088;0
3330;66089;0
3331;66090;0
3332;66093;0
3333;66094;0
3334;66100;1
3335;66109;0
3336;66121;0
3337;66127;0
3338;66128;1
3339;66129;0
3340;66131;0
3341;66140;0
3342;66145;0
3343;66155;0
3344;66156;3
3345;66158;0
3346;66159;0
3347;66160;1
3348;66192;0
3349;66197;0
3350;66198;0
3351;66199;0
3352;66203;0
3353;66204;0
3354;66210;0
3355;66215;0
3356;66216;0
3357;66221;0
3358;66222;0
3359;66223;0
3360;66244;2
3361;66247;0
3362;66250;0
3363;66253;0
3364;66261;0
3365;66262;1
3366;66263;0
3367;66265;0
3368;66270;0
3369;66271;0
3370;66272;0
3371;66273;0
3372;66274;0
3373;66278;0
3374;66281;0
3375;66282;0
3376;66287;0
3377;66290;0
3378;66298;0
3379;66300;0
3380;66301;0
3381;66309;5
3382;66310;0
3383;66321;0
3384;66323;0
3385;66324;0
3386;66325;0
3387;66329;0
3388;66332;0
3389;66333;0
3390;66334;0
3391;66335;0
3392;66342;0
3393;66349;0
3394;66350;0
3395;66352;0
3396;66362;0
3397;66368;0
3398;66378;0
3399;66382;0
3400;66385;0
3401;66394;0
3402;66395;0
3403;66397;1
3404;66405;0
3405;66406;2
3406;66409;0
3407;66412;0
3408;66414;0
3409;66417;1
3410;66427;0
3411;66430;0
3412;66431;0
3413;66432;0
3414;66434;0
3415;66437;0
3416;66440;0
3417;66443;0
3418;66444;0
3419;66445;0
3420;66445;0
3421;66446;0
3422;66449;0
3423;66450;0
3424;66451;1
3425;66454;0
3426;66455;0
3427;66457;0
3428;66477;0
3429;66489;0
3430;66500;0
3431;66503;0
3432;66508;0
3433;66509;0
3434;66510;0
3435;66512;0
3436;66514;0
3437;66516;0
3438;66521;0
3439;66522;0
3440;66524;0
3441;66525;0
3442;66527;0
3443;66529;0
3444;66531;0
3445;66532;0
3446;66536;0
3447;66539;0
3448;66541;0
3449;66543;0
3450;66544;0
3451;66549;0
3452;66550;0
3453;66551;0
3454;66552;0
3455;66555;0
3456;66556;0
3457;66557;0
3458;66559;0
3459;66562;0
3460;66566;0
3461;66570;0
3462;66578;0
3463;66579;0
3464;66582;0
3465;66585;2
3466;66592;0
3467;66594;0
3468;66595;0
3469;66597;0
3470;66607;0
3471;66608;0
3472;66609;2
3473;66613;0
3474;66616;0
3475;66623;0
3476;66624;0
3477;66639;0
3478;66640;0
3479;66645;0
3480;66646;1
3481;66650;0
3482;66654;2
3483;66655;0
3484;66660;0
3485;66662;0
3486;66665;0
3487;66667;0
3488;66669;0
3489;66670;0
3490;66674;0
3491;66675;0
3492;66679;0
3493;66682;0
3494;66684;0
3495;66685;2
3496;66695;0
3497;66696;0
3498;66697;0
3499;66700;0
3500;66703;0
3501;66707;0
3502;66708;0
3503;66711;0
3504;66717;0
3505;66721;0
3506;66723;0
3507;66725;0
3508;66729;0
3509;66730;0
3510;66731;0
3511;66735;0
3512;66739;0
3513;66740;0
3514;66741;0
3515;66742;0
3516;66743;0
3517;66745;0
3518;66746;0
3519;66757;0
3520;66758;0
3521;66759;0
3522;66760;0
3523;66762;0
3524;66766;0
3525;66769;0
3526;66770;0
3527;66771;0
3528;66773;0
3529;66777;0
3530;66779;0
3531;66780;0
3532;66786;0
3533;66787;0
3534;66788;0
3535;66791;0
3536;66792;0
3537;66800;2
3538;66801;0
3539;66807;0
3540;66809;0
3541;66810;0
3542;66816;0
3543;66824;0
3544;66826;0
3545;66838;0
3546;66839;0
3547;66842;0
3548;66843;0
3549;66844;0
3550;66846;0
3551;66854;0
3552;66860;0
3553;66866;0
3554;66872;0
3555;66873;0
3556;66874;0
3557;66878;0
3558;66879;0
3559;66880;0
3560;66881;0
3561;66891;1
3562;66895;0
3563;66903;0
3564;66907;0
3565;66911;0
3566;66916;0
3567;66922;0
3568;66924;0
3569;66925;0
3570;66934;0
3571;66937;0
3572;66952;0
3573;66953;4
3574;66957;0
3575;66962;0
3576;66970;0
3577;66971;0
3578;66972;0
3579;66973;0
3580;66974;0
3581;66977;0
3582;66979;0
3583;66980;0
3584;66987;0
3585;66988;0
3586;66989;0
3587;66991;0
3588;66991;0
3589;67003;0
3590;67005;0
3591;67008;0
3592;67009;0
3593;67010;0
3594;67011;0
3595;67022;0
3596;67028;0
3597;67034;0
3598;67038;0
3599;67040;0
3600;67047;0
3601;67048;0
3602;67053;0
