codigo_ocorrencia2;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;matricula;assentos
45328;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PTMUA;382
45329;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;SUBSTANCIAL;0;PTUMX;1
45331;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;NENHUM;0;PRTKB;50
45332;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTUDD;1
45333;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTGOO;1
45334;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PRMHX;184
45390;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTUEW;1
45391;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PTLUP;6
45392;PRESIDENTE JUSCELINO KUBITSCHEK;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;SUBSTANCIAL;0;PPMOF;4
45393;FRANCISCO DE ASSIS;SANTOS DUMONT;POUSO;SUBSTANCIAL;0;PTDHU;4
45396;JOÃO CORREA DA ROCHA;CARAJÁS;SUBIDA;LEVE;0;PRJMR;6
45397;SANTOS DUMONT;ANGRA DOS REIS;CRUZEIRO;SUBSTANCIAL;0;PTYLS;6
45399;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;FAZENDA SANTO AMBRÓSIO;CRUZEIRO;NENHUM;0;PTEOT;7
45400;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PROAF;107
45401;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PUUSS;2
45403;FAZENDA CENTRO DE VÔO A VELA IPUÃ;ATIBAIA;TÁXI;LEVE;0;PTLCH;4
45405;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRVBO;152
45407;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTUCL;1
45408;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;1;PTGQT;1
45409;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;DESTRUÍDA;3;PRRGF;6
45410;***;***;POUSO;DESTRUÍDA;0;PTWBQ;7
45412;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;DESTRUÍDA;2;PTUDH;1
45413;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;DESTRUÍDA;1;PPXRB;2
45414;SANTO ANTÔNIO DE LEVERGER;MARECHAL RONDON;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTIRJ;6
45415;JACAREPAGUÁ;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;0;PROEA;2
45417;TANGARÁ DA SERRA;MARECHAL RONDON;POUSO;SUBSTANCIAL;0;PTVNO;6
45447;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRRHF;8
45450;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;NENHUM;0;PRWJP;156
45466;FRANCISCO LACERDA JÚNIOR;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;POUSO;SUBSTANCIAL;0;PTONX;6
45469;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;LEVE;0;PTHQX;5
45470;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;NENHUM;0;PRWJS;156
45487;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BAIÃO;DECOLAGEM;DESTRUÍDA;4;PTLOU;6
45490;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;FAZENDA NOVA CONCEIÇÃO;SUBIDA;DESTRUÍDA;3;PRLAB;6
45522;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;SUBSTANCIAL;0;PPHOR;2
45523;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;SUBSTANCIAL;0;PTICG;4
45524;Comandante Rolim Adolfo Amaro;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PPGKQ;2
45525;FILIAL CAMPO FLORIDO;FILIAL CAMPO FLORIDO;CRUZEIRO;SUBSTANCIAL;0;PTWQY;1
45526;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;DESTRUÍDA;1;PRSTO;1
45527;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;SUBSTANCIAL;0;PTXAB;1
45528;CONGONHAS;VAL DE CANS / JÚLIO CEZAR RIBEIRO;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;PTOFD;8
45529;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PUGGA;2
45553;CONGONHAS;VIRACOPOS;DECOLAGEM;NENHUM;0;PRGUL;193
45554;GOVERNADOR ANDRÉ FRANCO MONTORO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;LEVE;0;PRPSK;54
45564;FAZENDA SONORA ESTÂNCIA;FAZENDA SONORA ESTÂNCIA;VOO A BAIXA ALTURA;SUBSTANCIAL;0;PTUUJ;1
45569;FORA DE AERODROMO;SÍTIO SANTA HELENA;CRUZEIRO;SUBSTANCIAL;0;PTBHY;4
45570;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;SUBSTANCIAL;0;PRSRM;1
45571;VAL DE CANS / JÚLIO CEZAR RIBEIRO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;OUTRA FASE;SUBSTANCIAL;0;PTYAK;6
45572;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTUHZ;1
45573;FLORES;EDUARDO GOMES;DECOLAGEM;SUBSTANCIAL;1;PTPTB;11
45576;CONGONHAS;SALGADO FILHO;POUSO;SUBSTANCIAL;0;PRGTN;197
45579;PARAÍSO DO TOCANTINS;BALSAS;POUSO;SUBSTANCIAL;0;PTEZU;7
45580;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PRCHO;14
45582;FAZENDA FONTANA;RONDONÓPOLIS;CORRIDA APÓS POUSO;LEVE;0;PTLNH;5
45584;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PRLLA;6
45585;14 BIS;14 BIS;OUTRA FASE;SUBSTANCIAL;1;PTUZW;1
45586;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;SUBSTANCIAL;0;PTUIL;1
45587;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTUME;1
45588;ADOLFO SUÁREZ MADRID–BARAJAS AIRPORT;ANTONIO CARLOS JOBIM / GALEÃO;DESCIDA;NENHUM;0;ECGLE;0
45589;GOVERNADOR LUCAS NOGUEIRA GARCEZ (SBLN*);AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;DECOLAGEM;SUBSTANCIAL;0;PPSAM;8
45594;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;SUBSTANCIAL;0;PTGQD;1
45596;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;DESTRUÍDA;3;PTNKS;4
45597;CAMPO GRANDE;TERUEL IPANEMA ESTÂNCIA;POUSO;SUBSTANCIAL;0;PTKPG;6
45598;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;DECOLAGEM;LEVE;0;PPGXN;2
45599;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTCJX;6
45600;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;SUBSTANCIAL;0;PTGGG;1
45601;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;NENHUM;0;PRGTI;194
45602;PEDRO MORGANTI;PEDRO MORGANTI;INDETERMINADA;SUBSTANCIAL;0;PPGXE;2
45604;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;NENHUM;0;PRWJC;156
45609;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PPPJN;112
45610;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;LEVE;0;PPGGK;2
45611;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;N954AR;0
45612;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PPGMG;2
45618;BLUMENAU;BLUMENAU;VOO A BAIXA ALTURA;SUBSTANCIAL;0;PPHMF;1
45619;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PUGCP;2
45624;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTXLI;10
45625;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTEVP;6
45647;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PRLDG;14
45651;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;CRUZEIRO;LEVE;0;PPCIE;4
45652;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;0;PPGQJ;3
45653;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;***;0;ZSSXY;0
45654;AEROCLUBE DE SANTA CATARINA;FORA DE AERODROMO;TÁXI;SUBSTANCIAL;0;PPGFD;2
45655;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PREAN;6
45656;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;***;0;PTCQA;6
45658;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRPHE;6
45667;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTRTW;6
45668;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRSEF;14
45669;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTYDI;14
45670;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;LEVE;0;PRMBQ;184
45671;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PTDIQ;6
45677;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PTOTV;7
45678;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PRCOB;6
45680;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRAZX;73
45681;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;SUBSTANCIAL;0;PRACG;6
45682;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRMEU;8
45684;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTHFS;4
45685;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRCHX;21
45686;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPPJN;112
45689;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PPKKA;6
45689;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;NENHUM;0;PPOFF;4
45689;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTOTG;13
45691;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PTYND;8
45692;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PPYOF;7
45693;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PRSEF;14
45694;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTVIY;7
45695;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRCHK;14
45696;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPGRB;2
45697;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRPSF;54
45698;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;NENHUM;0;PPJAJ;6
45699;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRGTA;194
45700;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PPPJL;106
45701;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRDEP;4
45703;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;LEVE;0;N844MH;0
45705;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRWJB;156
45706;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTEVN;6
45707;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PRCOC;6
45709;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PRMHX;184
45710;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRWJB;156
45711;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;LEVE;0;PPSGB;4
45712;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;LEVE;0;PRBGA;21
45713;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;***;0;PTGMM;4
45714;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;LEVE;0;PTOLL;6
45715;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PPAMX;11
45718;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTTIC;10
45719;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTJEH;8
45727;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PPJCA;8
45728;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PROPB;9
